"","id","progress","leo","duration_in_seconds","finished","recorded_date","age","gend","aian","asian","black","nhpi","white","ethnicity","year_position","year_field","ooas1","ooas2","ooas3","ooas4","ooas5","ooas6","narrcb1","narrcb2","narrcb3","narrcb4","mhl1","mhl2","mhl3","mhl4","burnout1","burnout2","burnout3","burnout4","burnout5","burnout6","burnout7","burnout8","burnout9"
"903","-99","-99","-99","762","TRUE","2021-07-12T14:46:12Z","51","Man","-99","0","0","-99","White","Non-Hispanic",16,1,"3","3","NA","3","NA","3","3","3","","2","2","1","5","4","","","1","2","1","1","7","7","7"
"1313","262","-99","1","1443","TRUE","-99","25","Woman","-99","0","0","0","White","Non-Hispanic",0,3,"2","NA","NA","NA","2","3","3","3","2","2","","","3","","","3","","","2","","","3","2"
"1003","263","-99","0","-99","TRUE","2022-01-20T19:31:29Z","-99","Woman","0","0","-99","0","White","Non-Hispanic",0,0,"2","2","2","2","NA","NA","NA","2","2","2","","1","4","4","4","","1","1","7","1","","3",""
"849","264","85","0","1212","FALSE","2020-12-24T14:31:07Z","-99","Man","0","0","0","0","White","Non-Hispanic",14,26,"3","2","2","3","2","NA","2","2","2","2","3","2","4","4","6","6","6","7","6","2","2","2","2"
"286","265","100","1","-99","TRUE","2021-12-09T16:43:00Z","-99","-99","0","-99","0","0","White","Non-Hispanic",3,-99,"3","2","2","NA","2","3","3","3","3","3","2","2","","","4","4","2","2","1","1","4","","5"
"2070","266","-99","-99","1533","TRUE","2022-12-28T20:07:54Z","59","Man","0","-99","African American / Black","-99","0","-99",-99,33,"1","1","1","1","NA","4","1","2","1","1","2","","4","","2","2","1","1","","1","7","7",""
"447","267","100","-99","976","TRUE","-99","63","Man","-99","0","0","0","White","Non-Hispanic",2,42,"2","2","2","NA","2","NA","2","2","","2","","1","5","","2","","2","2","2","2","6","",""
"1368","268","100","1","-99","TRUE","2022-05-10T15:00:29Z","49","Man","0","0","0","0","White","Non-Hispanic",28,15,"2","2","2","2","2","4","3","2","","2","4","","4","","2","1","1","1","1","1","3","6","5"
"535","269","-99","1","-99","TRUE","2022-08-24T13:19:00Z","-99","Woman","-99","0","0","0","-99","Non-Hispanic",7,17,"2","NA","3","3","2","4","3","3","2","2","","","","4","4","4","","6","1","2","5","6","7"
"953","270","100","0","722","TRUE","2021-09-27T15:18:23Z","28","Woman","0","0","0","0","White","Non-Hispanic",0,4,"NA","NA","1","NA","1","4","4","4","3","2","","","5","5","2","1","1","1","1","1","3","7","7"
"1865","271","100","-99","1089","TRUE","2022-11-17T22:49:45Z","32","-99","0","0","0","-99","White","-99",2,10,"2","2","1","2","1","4","3","4","3","2","4","","2","3","2","2","2","3","2","2","2","4","4"
"223","272","100","1","-99","-99","2021-11-05T14:04:10Z","35","Woman","0","0","African American / Black","0","0","Non-Hispanic",-99,-99,"NA","NA","1","1","NA","4","4","4","1","2","","1","5","","1","1","1","","","1","","","7"
"1333","273","100","1","1268","TRUE","-99","52","Man","0","0","0","0","White","Non-Hispanic",2,-99,"2","2","NA","NA","NA","3","2","2","2","2","3","1","5","5","","","","4","1","1","3","","6"
"1089","-99","100","0","1233","TRUE","2022-04-21T14:59:20Z","32","-99","0","0","0","0","White","Non-Hispanic",-99,6,"2","NA","NA","3","NA","3","NA","2","3","","3","","","","2","","","","2","1","4","","3"
"1772","275","100","1","818","TRUE","2022-10-04T11:28:52Z","22","Man","0","0","0","-99","White","-99",1,1,"NA","2","2","2","2","4","3","2","4","1","2","2","5","5","4","2","2","2","1","1","","6","6"
"847","276","100","-99","243","TRUE","2020-12-23T17:15:34Z","99","-99","-99","-99","-99","0","0","Hispanic",99,99,"1","1","1","1","1","1","1","NA","1","1","1","","","","1","1","1","","1","1","1","1","1"
"405","277","100","1","1128","TRUE","2022-05-12T14:16:36Z","30","-99","0","0","0","0","White","Non-Hispanic",2,-99,"2","2","3","3","2","4","3","3","","3","3","2","4","4","4","4","2","5","1","1","2","4","2"
"407","278","100","-99","1575","TRUE","2022-05-12T14:20:32Z","-99","-99","-99","0","0","-99","White","-99",0,0,"2","2","3","NA","2","3","3","3","3","2","3","1","4","4","4","1","3","2","1","1","","","3"
"699","279","100","1","1706","TRUE","2022-10-14T13:31:43Z","-99","Man","0","-99","0","0","White","-99",-99,26,"1","NA","1","NA","3","4","4","4","4","4","1","1","","5","7","7","7","7","1","","1","7","7"
"906","-99","100","0","758","TRUE","2021-07-12T14:47:56Z","42","-99","Native American/ Alaskan","-99","-99","-99","White","Hispanic",-99,20,"2","2","2","3","NA","4","3","3","","2","","2","4","4","1","1","1","1","1","","6","6","6"
"1934","-99","100","1","13516","TRUE","2022-12-09T03:39:49Z","37","Woman","0","0","-99","0","-99","-99",2,6,"2","2","1","NA","1","NA","3","2","2","2","2","2","","4","","","","3","","1","","5","5"
"696","282","100","1","1669","TRUE","2022-10-14T13:18:59Z","50","Man","0","0","0","0","0","Non-Hispanic",12,12,"3","3","3","3","2","4","NA","2","2","2","1","1","","5","2","1","2","","1","1","7","7","7"
"721","283","100","1","1107","TRUE","2022-10-26T13:15:24Z","33","Man","0","0","0","0","White","Non-Hispanic",3,3,"3","2","2","2","2","3","2","2","2","2","2","","4","","","4","4","4","1","1","1","4","3"
"1884","284","100","1","1475","TRUE","2022-11-24T03:38:53Z","28","Man","0","-99","0","0","White","Non-Hispanic",2,2,"3","3","1","3","3","NA","NA","3","","","4","4","4","4","2","2","2","2","2","2","2","2","2"
"1013","285","100","0","632","TRUE","2022-02-08T16:18:16Z","-99","Woman","-99","0","0","0","White","Non-Hispanic",-99,-99,"NA","1","2","1","1","4","4","4","3","1","4","1","","4","","1","2","1","1","1","1","1","7"
"250","286","100","1","-99","-99","2021-12-07T16:11:45Z","-99","Man","0","0","0","-99","White","Non-Hispanic",-99,7,"NA","2","1","4","3","4","4","4","2","4","5","4","","5","4","","","1","3","2","4","7","7"
"1749","-99","100","1","1052","-99","2022-09-27T06:45:59Z","47","-99","0","0","0","0","White","Non-Hispanic",2,18,"3","NA","2","3","3","3","NA","2","","3","3","","3","4","3","2","2","","","1","3","4","5"
"308","288","100","1","759","TRUE","2022-02-01T15:07:52Z","43","Man","0","0","0","0","-99","-99",1.5,21,"2","3","2","3","2","3","3","2","2","2","","1","4","4","","4","2","7","2","2","2","5","4"
"459","289","-99","1","943","-99","2022-07-14T18:24:32Z","45","Nonbinary","0","0","0","0","White","Non-Hispanic",25,25,"2","2","1","3","NA","3","2","2","2","2","3","","5","5","","2","2","2","2","1","5","4","6"
"1756","290","100","1","2115","TRUE","-99","30","-99","0","-99","0","-99","-99","Non-Hispanic",6,8,"3","2","2","2","2","3","4","NA","2","2","3","2","3","","","1","1","1","1","1","","","5"
"203","-99","-99","1","597","TRUE","2021-11-05T13:45:20Z","-99","-99","0","0","0","0","White","Non-Hispanic",-99,-99,"3","NA","1","3","2","4","4","2","4","","4","1","1","4","1","7","","","1","","7","1","6"
"244","292","100","1","938","TRUE","2021-12-02T15:16:27Z","30","-99","0","0","0","0","White","-99",2,7,"3","2","2","3","2","3","3","2","","2","4","2","4","4","2","2","1","2","1","1","4","3","5"
"549","293","100","1","971","TRUE","-99","50","-99","0","0","0","-99","0","Non-Hispanic",-99,-99,"NA","2","2","2","2","3","3","3","2","2","2","1","5","5","","","1","2","1","","5","5","5"
"30","294","100","-99","884","TRUE","2020-12-18T18:24:16Z","65","Man","-99","0","-99","0","White","Non-Hispanic",-99,35,"3","2","2","NA","2","4","3","3","","2","3","2","4","4","","1","2","4","1","1","2","2","7"
"840","295","100","-99","1009","TRUE","2020-12-11T15:26:21Z","50","Man","Native American/ Alaskan","0","0","0","0","-99",13,13,"4","4","NA","2","2","4","2","NA","1","1","5","","4","5","2","","1","5","1","1","2","2","3"
"518","-99","100","1","966","TRUE","2022-08-22T13:09:43Z","23","Man","-99","0","0","0","White","Non-Hispanic",-99,0,"3","2","3","3","2","3","3","3","3","3","3","","3","3","5","6","1","1","","1","5","5","5"
"528","297","100","1","671","-99","2022-08-24T13:11:18Z","-99","-99","0","-99","0","0","White","-99",1,-99,"2","2","2","3","2","NA","4","NA","2","2","4","","4","4","","4","","4","1","","6","7","7"
"368","298","-99","1","-99","-99","2022-04-08T13:35:02Z","23","Man","0","-99","0","0","White","-99",0,0,"1","NA","2","3","NA","NA","3","3","","3","4","3","","3","2","2","","2","4","2","","","4"
"1028","299","100","0","943","TRUE","2022-02-14T19:48:35Z","28","Man","0","0","0","-99","White","-99",2,-99,"2","2","3","3","2","NA","4","3","2","2","3","2","4","","","2","2","1","1","1","","6","7"
"1573","300","-99","1","2341","TRUE","2022-06-03T14:01:02Z","45","Woman","-99","0","0","0","White","Non-Hispanic",0,0,"NA","2","2","3","2","3","NA","3","2","2","3","1","3","3","2","1","1","1","1","1","3","3",""
"979","301","100","0","-99","TRUE","2021-11-11T19:44:56Z","30","Man","-99","0","-99","0","White","Non-Hispanic",-99,5,"4","3","3","NA","NA","NA","4","3","","1","3","1","5","5","4","6","4","3","1","1","4","3","3"
"469","302","-99","-99","-99","TRUE","2022-07-20T13:22:23Z","42","Woman","0","0","0","-99","White","Non-Hispanic",-99,9,"2","1","NA","2","3","4","NA","3","","2","","1","5","5","","","2","6","4","1","1","",""
"479","303","100","1","866","TRUE","-99","-99","Man","0","0","0","-99","White","-99",-99,-99,"NA","4","NA","4","4","3","4","1","","4","3","2","4","4","3","","7","5","5","5","5","3","2"
"738","304","100","-99","-99","TRUE","2022-11-02T13:33:18Z","51","Man","-99","0","African American / Black","-99","0","Non-Hispanic",-99,-99,"4","1","NA","4","2","1","4","4","1","2","3","3","4","","4","","","1","1","1","1","7",""
"1154","305","100","0","803","TRUE","2022-09-02T14:21:04Z","52","Man","0","0","0","0","White","-99",-99,24,"3","2","2","3","2","3","3","3","2","2","","4","4","","1","1","1","1","1","1","1","2","2"
"438","306","100","1","518","TRUE","2022-07-12T18:11:22Z","-99","Man","0","0","0","0","-99","Non-Hispanic",1,1,"NA","NA","NA","4","4","2","4","4","4","4","4","","4","4","1","1","1","1","7","4","7","","7"
"1198","307","100","-99","1022","TRUE","-99","33","Man","0","0","-99","0","White","Non-Hispanic",-99,-99,"3","2","2","2","2","3","3","NA","2","2","3","2","4","4","1","1","1","2","1","1","","5",""
"684","308","-99","1","-99","TRUE","2022-10-14T12:59:39Z","-99","Man","0","0","0","-99","White","Non-Hispanic",0,0,"2","2","NA","3","2","3","2","2","2","2","3","2","","4","4","4","4","","","1","3","3","3"
"567","309","-99","-99","-99","TRUE","2022-08-26T13:37:45Z","36","Man","0","0","African American / Black","0","0","Non-Hispanic",13,13,"3","NA","2","NA","2","NA","3","3","2","2","3","3","4","","5","5","","6","1","1","4","2","2"
"390","310","100","1","-99","TRUE","-99","27","Woman","-99","-99","0","0","-99","Hispanic",2,6,"2","2","1","2","2","4","2","NA","2","2","","1","5","5","2","2","1","2","1","","3","1","6"
"245","311","100","1","-99","TRUE","2021-12-02T15:17:54Z","46","Man","0","0","0","0","White","Non-Hispanic",1,23,"3","NA","2","3","1","4","2","NA","2","2","4","1","","4","4","4","1","4","1","1","4","4","4"
"1520","312","100","1","1090","TRUE","-99","-99","Man","0","0","0","0","-99","Non-Hispanic",1,1,"NA","2","1","2","1","4","NA","3","2","","2","1","5","5","3","","1","5","1","1","4","","7"
"318","313","100","-99","988","-99","2022-02-01T15:19:30Z","-99","Man","0","0","0","0","White","Non-Hispanic",2,15,"3","1","1","3","2","3","3","NA","2","","","2","2","2","3","3","2","4","1","","","3","2"
"1701","314","100","1","-99","TRUE","2022-08-10T20:20:43Z","-99","Man","0","0","0","0","-99","Non-Hispanic",-99,15,"NA","1","1","1","1","4","2","2","2","2","","2","4","4","","","2","1","1","1","3","7","7"
"1950","315","100","1","666","TRUE","-99","40","Woman","0","0","0","0","White","-99",-99,5,"NA","NA","2","3","2","4","2","NA","2","2","2","","4","4","5","2","2","3","1","","3","3","5"
"167","-99","-99","1","1043","TRUE","2021-09-16T14:17:14Z","39","Man","0","0","0","0","White","Non-Hispanic",-99,5,"NA","4","4","NA","3","4","NA","4","2","3","1","1","5","5","4","5","3","","1","1","3","","5"
"762","317","100","1","1100","-99","2022-11-14T14:13:13Z","29","Woman","0","0","0","0","-99","Non-Hispanic",6,6,"2","NA","2","3","2","3","3","3","2","3","5","1","5","","7","7","1","","1","1","1","7","7"
"1151","-99","100","0","851","TRUE","2022-09-02T14:16:21Z","52","Man","0","0","-99","0","White","Non-Hispanic",2,-99,"NA","2","NA","2","1","3","2","2","2","","2","","4","4","","2","2","4","2","2","3","4","4"
"764","319","100","1","891","-99","-99","34","-99","0","-99","0","0","White","Non-Hispanic",-99,1,"2","NA","2","3","2","NA","2","3","2","","2","","4","4","3","2","2","5","","1","1","4",""
"155","-99","100","-99","1354","TRUE","-99","40","Man","0","0","0","0","White","Non-Hispanic",-99,9,"2","NA","2","3","NA","3","2","2","2","2","2","1","","4","2","1","2","2","1","1","4","4",""
"1025","-99","100","0","763","-99","2022-02-14T19:46:21Z","-99","Man","0","0","0","0","White","Non-Hispanic",-99,6,"NA","NA","NA","3","3","3","3","2","3","3","3","3","3","3","2","","","2","1","","","",""
"487","322","100","-99","1528","-99","-99","52","Man","0","0","0","0","-99","Non-Hispanic",3,-99,"2","2","3","3","2","3","3","3","2","2","2","1","","4","","2","2","7","2","2","","6",""
"1456","-99","-99","1","-99","-99","2022-05-20T11:54:43Z","33","Man","0","0","0","0","-99","Non-Hispanic",6,6,"3","2","2","2","3","3","3","3","2","3","2","2","","4","1","1","1","1","","","4","4","4"
"1444","324","-99","-99","-99","TRUE","-99","51","Man","-99","0","0","-99","White","Non-Hispanic",5,14,"2","2","NA","NA","NA","3","3","3","2","2","","3","4","","4","","2","","1","1","2","2","3"
"109","325","100","1","1224","TRUE","2021-04-23T13:16:33Z","27","Man","0","0","0","-99","-99","Non-Hispanic",-99,-99,"3","1","1","1","1","4","3","2","1","1","3","2","","4","1","1","","","1","","6","7","6"
"187","326","100","1","-99","-99","2021-09-30T22:56:06Z","43","Man","0","-99","0","0","White","Non-Hispanic",15,-99,"1","1","1","NA","1","4","3","2","1","2","1","","5","5","","3","3","","1","1","4","2","3"
"1524","327","100","1","1112","TRUE","2022-05-26T15:13:55Z","55","Man","-99","0","0","0","White","-99",12,12,"3","3","NA","3","1","3","NA","NA","2","2","2","2","4","4","2","1","2","2","","1","3","","6"
"51","328","100","-99","1349","TRUE","2021-03-10T14:32:53Z","-99","-99","0","0","0","0","White","-99",-99,21,"1","2","2","3","NA","3","3","3","3","2","2","2","4","4","2","2","","4","1","1","2","",""
"57","329","100","-99","-99","TRUE","2021-03-10T21:25:37Z","30","Man","0","0","0","0","White","Non-Hispanic",3,3,"NA","NA","4","3","2","3","NA","4","2","3","","","","3","1","1","1","1","","1","7","7",""
"662","330","100","1","-99","TRUE","2022-10-06T13:15:39Z","-99","Man","-99","0","0","0","White","Non-Hispanic",7,17,"3","NA","NA","4","2","3","NA","NA","2","4","","3","","","","4","5","","","1","6","","6"
"828","-99","100","0","-99","TRUE","2020-12-09T15:23:06Z","-99","-99","0","0","0","0","White","Non-Hispanic",6,16,"NA","3","NA","3","2","NA","4","4","2","4","2","1","4","3","7","","7","7","","2","4","","4"
"599","332","100","1","1231","TRUE","-99","44","Man","0","0","African American / Black","0","0","Non-Hispanic",16,16,"3","1","2","2","4","4","NA","3","3","2","4","4","4","4","3","","1","3","4","3","5","3","3"
"1292","-99","100","1","3472","-99","-99","30","Woman","-99","0","-99","0","White","Non-Hispanic",1,-99,"3","2","2","NA","2","4","2","2","2","3","","","4","5","4","","1","1","","2","2","7","7"
"428","-99","100","1","1077","TRUE","2022-06-23T14:21:38Z","35","Man","-99","0","-99","0","White","Non-Hispanic",14,2,"NA","NA","3","3","NA","4","3","3","","","2","1","4","4","4","","","4","","","4","2","2"
"724","-99","100","1","1261","TRUE","2022-10-26T13:19:05Z","35","Man","-99","-99","0","0","White","Non-Hispanic",10,-99,"3","2","1","3","2","NA","2","2","2","2","3","2","","","7","7","4","","1","","","4","1"
"1097","-99","100","0","691","TRUE","2022-06-09T14:06:15Z","-99","Man","0","-99","0","0","White","Non-Hispanic",0,7,"3","2","1","2","2","4","NA","NA","2","","4","1","4","5","4","1","2","1","1","","4","4",""
"209","337","100","1","880","-99","2021-11-05T13:49:58Z","-99","Man","0","0","0","0","-99","-99",-99,-99,"2","2","1","3","2","4","1","NA","","2","3","1","3","5","","1","1","1","","1","7","","7"
"1011","338","100","0","612","TRUE","2022-02-08T16:17:28Z","26","-99","0","0","0","0","White","Non-Hispanic",0,0,"3","NA","2","3","3","3","3","3","2","3","2","2","","4","4","","4","5","","","6","7","7"
"839","-99","-99","0","-99","TRUE","2020-12-11T15:23:59Z","24","-99","0","0","0","0","White","-99",3,-99,"4","4","4","4","4","NA","4","4","4","4","3","3","","4","1","1","1","1","1","","1","1","4"
"148","340","100","1","1001","TRUE","2021-09-14T14:11:35Z","39","Man","0","0","0","-99","White","Non-Hispanic",10,16,"2","2","1","3","2","3","NA","NA","2","2","2","2","4","4","1","1","1","1","1","1","7","7",""
"564","341","100","1","1302","-99","2022-08-26T13:26:43Z","28","Man","0","0","African American / Black","0","0","Non-Hispanic",2,2,"NA","NA","2","3","2","4","4","2","3","3","2","2","5","5","","2","","2","1","","","6","6"
"940","-99","100","0","870","-99","2021-09-24T14:19:53Z","-99","Woman","0","0","0","0","White","-99",1,3,"2","2","2","4","NA","3","3","3","2","2","","1","3","4","2","1","2","1","2","","5","2",""
"910","-99","100","-99","815","TRUE","-99","42","Man","-99","-99","-99","-99","-99","Non-Hispanic",-99,16,"3","3","NA","NA","2","3","NA","2","3","2","1","","5","5","","1","","1","1","1","7","7",""
"1160","344","100","0","-99","TRUE","2022-09-02T18:21:19Z","-99","Man","-99","-99","0","0","White","Non-Hispanic",11,22,"2","NA","2","3","NA","3","NA","NA","","","3","3","4","4","","","","","","","","",""
"664","345","100","1","1100","TRUE","2022-10-06T13:18:29Z","-99","Man","-99","0","-99","0","White","Non-Hispanic",2,28,"NA","NA","1","2","2","4","3","3","","","2","1","5","","2","2","","2","2","1","2","6","7"
"1976","-99","100","-99","1069","TRUE","2022-12-16T17:37:10Z","50","-99","-99","0","-99","0","White","-99",24,24,"NA","2","1","2","1","NA","1","1","1","1","3","","","5","4","2","2","","1","","3","4","5"
"1765","347","100","1","907","TRUE","2022-10-01T03:48:55Z","24","Man","0","-99","0","0","White","-99",0,0,"3","3","1","2","1","4","2","2","1","","2","1","4","","","","","","","1","5","6","7"
"1286","348","100","1","987","TRUE","2022-04-30T08:10:22Z","42","Man","0","0","0","-99","White","Hispanic",17,21,"1","3","3","3","2","3","3","2","","2","3","","3","3","4","","","4","4","4","4","",""
"102","349","100","1","-99","TRUE","2021-04-23T13:13:10Z","25","Man","0","0","0","0","White","Non-Hispanic",-99,-99,"1","2","2","3","1","NA","3","3","2","2","4","4","4","4","","1","1","1","1","1","","4","4"
"880","350","100","0","494","-99","-99","-99","Man","0","0","0","0","White","Non-Hispanic",26,-99,"3","3","NA","2","2","3","3","3","3","","4","","","3","2","2","1","3","2","1","1","2",""
"1954","351","100","1","4016","TRUE","2022-12-13T11:44:01Z","-99","Man","0","-99","0","0","White","Non-Hispanic",0,6,"1","3","3","3","NA","4","2","NA","1","1","","2","4","4","3","1","","1","1","1","2","7",""
"689","352","100","1","1117","TRUE","2022-10-14T13:11:02Z","-99","Man","0","0","0","-99","White","Non-Hispanic",-99,-99,"3","1","1","3","1","3","3","3","","","","3","3","","3","3","5","","1","2","","","3"
"545","353","100","1","934","TRUE","2022-08-26T13:20:15Z","31","Man","0","0","-99","-99","0","Non-Hispanic",4,6,"NA","2","2","NA","2","3","3","2","2","2","2","2","4","","6","","","","3","","","2","2"
"458","354","100","1","1315","-99","2022-07-14T18:19:58Z","27","-99","0","0","-99","0","White","Non-Hispanic",1.5,-99,"2","2","2","3","NA","3","2","NA","2","2","3","3","3","3","","4","3","4","1","3","2","1",""
"708","355","100","1","1040","TRUE","2022-10-24T13:08:54Z","42","Man","0","0","-99","-99","-99","Non-Hispanic",16,2,"2","NA","1","3","2","4","3","3","2","","3","3","","3","2","2","1","1","","1","","1",""
"132","356","100","1","1148","TRUE","2021-08-20T14:20:42Z","47","Man","0","0","0","0","White","Non-Hispanic",7,25,"3","2","2","3","2","4","3","NA","2","","2","1","4","4","4","4","","4","1","1","6","6",""
"68","-99","100","1","1522","TRUE","2021-03-10T21:37:19Z","33","Man","0","0","0","0","-99","Non-Hispanic",-99,2.5,"NA","2","2","4","NA","NA","4","3","2","2","3","1","","4","4","1","1","1","1","1","1","","3"
"1299","358","100","1","-99","TRUE","2022-05-02T16:20:05Z","31","-99","-99","0","0","0","White","Non-Hispanic",5,7,"1","2","1","3","1","4","NA","3","2","","2","1","4","4","3","","5","5","2","2","4","5",""
"893","359","100","-99","910","TRUE","2021-07-08T13:53:36Z","52","Man","0","0","0","0","White","Non-Hispanic",30,30,"NA","2","2","2","2","NA","3","2","","","4","2","4","4","1","","","","1","1","","2","4"
"685","-99","100","1","650","TRUE","-99","46","Woman","0","-99","0","-99","-99","Non-Hispanic",0,12,"2","2","2","3","NA","3","2","2","2","2","2","3","3","3","","","5","3","","4","3","4","4"
"660","361","100","1","858","-99","2022-10-06T13:12:55Z","25","Man","0","-99","-99","0","White","Non-Hispanic",-99,-99,"2","2","NA","3","2","NA","3","NA","2","2","2","","","4","","5","2","1","1","1","5","3","5"
"453","362","100","1","2575","TRUE","2022-07-12T18:47:01Z","60","Man","0","0","0","0","White","Non-Hispanic",3,-99,"2","3","2","2","NA","4","2","2","2","1","4","","2","4","5","","2","1","","2","","3","5"
"1205","363","-99","0","694","TRUE","-99","-99","Man","0","0","0","0","White","Non-Hispanic",10,-99,"4","3","2","3","2","NA","3","3","3","2","","2","4","4","","2","1","1","1","1","1","7","5"
"1553","364","100","1","958","TRUE","2022-06-01T06:34:03Z","21","-99","0","0","0","0","White","Non-Hispanic",0,-99,"NA","2","1","2","2","4","3","NA","3","","2","2","","2","4","4","4","4","4","4","4","4",""
"161","365","100","-99","780","-99","-99","36","Man","0","0","-99","0","White","Non-Hispanic",1,13,"NA","NA","2","3","2","3","2","1","1","1","4","2","4","4","4","2","2","2","1","1","6","6","5"
"2103","366","-99","1","-99","TRUE","2023-01-05T19:27:44Z","36","Man","0","0","0","0","White","Non-Hispanic",-99,10,"1","1","1","3","1","NA","2","2","2","2","3","1","4","4","5","5","5","5","","1","","",""
"1607","367","100","-99","1944","TRUE","2022-06-18T01:54:38Z","30","Man","0","0","African American / Black","-99","0","Non-Hispanic",1,2,"4","NA","1","3","4","4","3","3","1","2","4","1","5","5","1","1","1","1","1","1","4","7","7"
"1045","368","-99","-99","823","TRUE","2022-02-16T19:44:42Z","-99","Man","0","0","0","0","White","Non-Hispanic",-99,5,"3","NA","3","NA","2","3","2","3","","4","4","2","4","4","2","1","2","2","","1","3","6","6"
"1718","369","100","1","-99","TRUE","2022-09-21T22:31:14Z","32","Man","0","0","-99","0","White","Non-Hispanic",0,0,"3","2","2","2","2","3","NA","2","2","2","1","1","","5","1","1","","1","1","1","","7","7"
"1210","370","100","0","-99","TRUE","2022-11-03T15:56:57Z","59","Man","-99","0","0","0","White","Non-Hispanic",7,-99,"3","2","2","3","2","3","3","NA","2","2","2","2","","4","4","4","1","2","1","1","2","","5"
"1446","371","100","1","-99","TRUE","2022-05-19T11:21:55Z","54","Man","0","Asian","0","0","0","Non-Hispanic",10,15,"1","2","1","1","1","3","2","2","","2","","4","5","","1","1","1","1","1","1","1","1","1"
"482","372","100","-99","1055","TRUE","2022-08-01T13:19:07Z","-99","Man","-99","0","0","0","White","Non-Hispanic",-99,-99,"3","2","2","3","2","3","3","3","3","","5","1","4","","4","3","3","5","1","1","4","3","4"
"120","373","100","1","1602","TRUE","2021-05-25T19:24:05Z","30","Man","0","0","0","0","White","Non-Hispanic",5,6,"2","1","2","NA","1","4","NA","2","2","1","","1","5","5","3","2","2","2","1","","3","","5"
"156","374","100","-99","-99","-99","2021-09-14T14:30:29Z","34","Woman","0","-99","0","0","-99","Non-Hispanic",11,13,"3","NA","NA","3","3","NA","3","NA","2","","","2","4","","3","2","2","","2","1","2","2",""
"1370","375","100","1","1643","-99","2022-05-10T18:19:18Z","50","Man","0","0","0","0","White","Non-Hispanic",2,29,"2","3","2","NA","2","3","3","3","2","","3","3","","3","","4","2","6","1","1","4","4",""
"1805","376","100","1","624","TRUE","2022-10-24T16:08:05Z","-99","Man","0","0","-99","0","White","Non-Hispanic",-99,34,"1","1","1","2","NA","3","2","2","1","1","1","1","","","4","4","4","5","1","1","4","4","4"
"854","-99","100","-99","819","TRUE","2021-01-27T14:53:51Z","58","-99","0","0","0","0","White","Non-Hispanic",0,35,"3","2","1","2","2","3","3","NA","2","2","2","1","5","5","1","2","","1","1","2","","6","6"
"1783","378","100","1","747","TRUE","2022-10-15T04:51:43Z","38","Man","0","0","0","0","-99","Non-Hispanic",0,15,"3","4","2","2","2","4","3","3","1","3","2","4","4","","2","2","2","4","1","","3","5","5"
"1721","379","100","1","1310","TRUE","2022-09-22T20:28:53Z","-99","Man","0","0","0","-99","White","Non-Hispanic",-99,0,"4","2","2","3","2","NA","NA","NA","","2","3","2","3","3","2","1","2","1","","1","1","4","4"
"40","380","100","1","710","TRUE","2021-02-10T14:36:38Z","29","Woman","0","0","0","0","White","-99",-99,1.5,"3","1","1","NA","1","4","1","1","","1","1","1","","5","4","2","3","1","1","1","1","7",""
"965","381","100","0","623","TRUE","2021-10-07T18:28:47Z","25","Man","Native American/ Alaskan","-99","-99","0","White","Non-Hispanic",-99,0,"NA","3","2","3","2","3","3","3","","2","3","2","3","4","1","1","1","1","1","1","3","","7"
"1061","382","-99","0","7665","TRUE","2022-02-18T22:03:03Z","37","Man","0","0","0","0","White","Non-Hispanic",9,17,"1","1","1","NA","NA","4","2","2","2","1","2","1","","4","3","2","2","2","","1","6","7","7"
"1148","383","-99","0","448","TRUE","2022-09-02T14:11:21Z","51","-99","0","0","-99","0","White","Non-Hispanic",1,24,"2","NA","1","2","2","3","2","2","2","2","","3","3","3","2","3","2","2","1","2","3","3","3"
"435","-99","100","-99","1379","-99","2022-06-23T14:26:14Z","-99","Man","0","-99","0","-99","White","Non-Hispanic",-99,8,"3","2","2","2","2","3","2","2","","2","3","2","3","3","2","","1","2","1","2","3","","4"
"1140","385","-99","0","833","TRUE","2022-09-01T18:13:37Z","40","-99","0","0","0","0","White","Non-Hispanic",2,-99,"3","2","2","3","NA","4","3","3","2","1","3","1","3","4","2","2","2","4","3","2","2","5","5"
"1665","386","100","-99","10041","TRUE","2022-07-11T16:26:03Z","64","Man","0","-99","0","0","White","Non-Hispanic",4,42,"3","2","2","2","NA","3","NA","NA","2","2","2","2","4","3","","1","1","1","1","1","","7",""
"1888","-99","100","1","393","TRUE","-99","47","-99","0","0","0","-99","White","Non-Hispanic",0,-99,"2","2","NA","2","NA","2","NA","2","","2","3","","3","3","2","2","2","2","","2","2","2",""
"347","388","-99","1","-99","TRUE","2022-03-29T14:05:26Z","32","-99","0","0","0","0","White","Non-Hispanic",1,11,"3","4","2","NA","3","3","NA","4","4","4","3","3","3","3","6","6","4","4","4","4","4","4","4"
"765","389","100","-99","1375","-99","2022-11-16T14:21:11Z","43","Man","0","0","0","-99","White","Non-Hispanic",-99,5,"3","2","2","NA","2","4","2","2","2","2","3","1","4","4","6","5","4","5","3","","5","5",""
"1016","390","100","0","789","-99","2022-02-08T16:21:40Z","20","Woman","0","-99","0","0","0","Hispanic",0,0,"2","3","NA","3","2","3","3","2","2","2","5","1","","","1","","1","1","1","1","1","6","7"
